x,y
"Sales Executive Pegawai (non-manajemen & non-supervisor) SMA, SMU/SMK/STM, Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1) Penuh Waktu Asuransi kesehatan;Waktu regular, Senin - Jumat;Kasual (contoh: Kaos) Tentang majoomajoo Teknologi Indonesia adalah salah satu perusahaan yang bergerak di bidang aplikasi wirausaha lengkap mulai dari pengelolaan penjualan,pelanggan, pembayaran, inventori, keuangan, karyawan sampai dengan pembiayaan usaha. Saat ini majoo sedang mencari Sales Executive untuk ditempatkan di Surabaya dengan kualifikasi dan deskripsi pekerjaan sebagai berikut.Deskripsi PekerjaanMengumpulkan daftar merchant potensialMeningkatkan penjualan secara efektif (direct selling/ meeting)Melakukan demonstrasi produk berdasarkan kebutuhan merchant (edukasi dan instalasi aplikasi Majoo)Berkoordinasi dengan atasan dan divisi terkait (terkait pembayaran)Penempatan SurabayaKualifikasiPendidikan minimal SMA atau sederajatMemiliki pengalaman kerja di bidang sales minimal 1 tahunUsia maksimal 35 tahunMemiliki kendaraan pribadi dan SIM-C (minimal)Aktif dalam komunitas atau organisasi akan menjadi nilai tambahKomunikatif, bisa bekerjasama dalam tim, dan menyukai bekerja di lapanganMempunyai smartphone android dan aktif dalam bersosial mediaKompensasi dan BenefitBPJS Kesehatan dan KetenagakerjaanInsentifJam kerja yang fleksibelFasilitasTools Kit (Tablet, brosur, bluetooth printer, dan lanyard) ","{
  ""required_skills"": [
    ""Sales"",
    ""Communication"",
    ""Teamwork"",
    ""Problem-solving"",
    ""Time management"",
    ""Customer service"",
    ""Marketing"",
    ""Demonstration"",
    ""Education"",
    ""Coordination"",
    ""Data analysis"",
    ""Financial management"",
    ""Inventory management"",
    ""Human resources management"",
    ""Business development"",
    ""Digital literacy"",
    ""Social media marketing"",
    ""Public speaking"",
    ""Negotiation"",
    ""Adaptability"",
    ""Flexibility"",
    ""Leadership"",
    ""Collaboration""
  ]
}"
"Finance Manager CEO/GM/Direktur/Manajer Senior SMA, SMU/SMK/STM, Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1) Penuh Waktu nan # Must managerial skills in above field# Must be able to work in Medan City# Must have extensive attention to details and audit skills# Excellent in organizing and controlling stock and cash inventory# Interview will be conduct in Medan via Online and Offline# Must have online ecommerce experiences# Must have extreme driven ambitious to excel in career# Excellent in finance and auditing field ","{
  ""required_skills"": [
    ""Finance Management"",
    ""Leadership"",
    ""Attention to detail"",
    ""Audit skills"",
    ""Inventory management"",
    ""Organizational skills"",
    ""Time management"",
    ""E-commerce experience"",
    ""Career ambition"",
    ""Financial analysis"",
    ""Accounting principles"",
    ""Budgeting"",
    ""Financial reporting""
  ]
}"
"MARKETING Pegawai (non-manajemen & non-supervisor) Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1) Kontrak Asuransi kesehatan;Waktu regular, Senin - Jumat;Bisnis (contoh: Kemeja) Deskripsi Pekerjaan:Memasarkan product IIFinance dengan cara melalui Broker & Direct Selling untuk mendapatkan potensi nasabah yang ingin mengajukan pinjaman dengan jaminan sertifikat rumah.PersyaratanPendidikan minimal D3/S1 All MajorCepat Beradaptasi dan mudah bergaulSiap bekerja dengan targetMemiliki pengalaman Marketing Multifinance, Bank & BPR minimal 1 tahunSiap bekerja dilapanganMemiliki banyak jaringan marketing propertyDiutamakan memiliki kendaraan dan SIM C ","{
  ""required_skills"": [
    ""Marketing"",
    ""Diploma (D3 atau D4)"",
    ""Sarjana (S1)"",
    ""Asuransi kesehatan"",
    ""Keuangan"",
    ""Broker"",
    ""Pemasaran langsung"",
    ""Kepemilikan kendaraan"",
    ""SIM C"",
    ""Kepemilikan jaringan marketing property"",
    ""Kepemilikan pengalaman di Multifinance, Bank, dan BPR""
  ]
}"
"COOK Kitchen Pegawai (non-manajemen & non-supervisor) SMA, SMU/SMK/STM Penuh Waktu nan Qualifications and Skills:● Minimum High School or equivalent;● Age Maximum 32 years old;● Willing to accomplish all Kitchen tasks;● Comfortable working in a fast-paced environment;● Ability to interact productively with co-workers and function well in a team environment;● Demonstrates local language proficiency that enables speech clarity, proficient reading,and verbal comprehension;● Ready to be placed at anywhere Kitchen in Indonesia.Job Responsibilities:● Greets Drivers/guests with a smile, receives orders, process payments and respondappropriately to Drivers/customer issues;● Operates cash register or point of sale devices, as needed and uses value-addedsuggestive-selling techniques to generate additional sales opportunities;● Verifies the accuracy of Customer’ orders;● Prepares and packages food and drink products;● Cleans kitchen area, counters, food preparation areas, and utensils;● Cleans Kitchen room, restrooms, and exterior grounds;● Maintain Health and Safety standards in work areas;● Unloads and stocks inventory items as needed;● Performs duties at multiple workstations (e.g., front counter, Drive-Thru, prep boards,etc.);● Prompt and regular attendance on assigned shifts;● Follows Cloud Kitchen uniform and grooming standards and policies;● Works to resolve issues that may arise in Cloud Kitchen;● Learns team effectiveness skills; works with others to achieve team goals;● Responds to all needs in a professional and polite manner;● Communicates in a positive manner with customers/Drivers, peers, and managers.DIUTAMAKAN PENGALAMAN DI Fast Food, Italy dan Westen.Lokasi Kerja:Lampung JakartaSerang BantenBali (Denpasar dan Kuta)PalembangYogyakarta Bali Makassar Batam Serang Surabaya Pontianak BanjarmasinBatam ","{
  ""required_skills"": [
    ""Communication"",
    ""Teamwork"",
    ""Problem-solving"",
    ""Time management"",
    ""Adaptability"",
    ""Attention to detail"",
    ""Basic math skills"",
    ""Cash handling"",
    ""Customer service"",
    ""Food preparation"",
    ""Sanitation and safety"",
    ""Multitasking"",
    ""Basic computer skills"",
    ""Local language proficiency"",
    ""Team effectiveness skills"",
    ""Conflict resolution"",
    ""Positive attitude"",
    ""Uniform and grooming standards""
  ]
}"
"ACCOUNTING PAJAK STAFF Pegawai (non-manajemen & non-supervisor) Sarjana (S1) Penuh Waktu nan DIBUTUHKAN SEGERAKami adalah perusahaan swasta yang sedang berkembang, kami berlokasi di Semper-Cilincing Jakarta Utara . Kami mencari kandidat muda yang bermotivasi tinggi. berikut posisi dan kriteria yang dibutuhkan:ACCOUNTING PAJAK STAFFKualifikasi :Usia maksimal 32 TahunPendidikan S1 Jurusan AkuntansiMengerti tentang perpajakan [ terbiasa membuat dan melaporkan PPH 21, 23 dan PPN ]Disiplin, Jujur dan Pekerja KerasPengalaman Minimal 2 TahunDapat berkomunikasi dan bekerja sama dalam teamTugas dan tannggung jawab :Membuat  Laporan KeuanganMembuat, Menghitung, Melaporkan pajak bulanan (PPh 21, 23 , PPN)Koordinasi dengan pihak terkait ","{""required_skills"": [
""Accounting"",
""Pajak"",
""Perpajakan"",
""PPH 21"",
""PPH 23"",
""PPN"",
""Disiplin"",
""Jujur"",
""Pekerja Keras"",
""Koordinasi"",
""Kerja sama dalam tim"",
""Membuat laporan keuangan"",
""Menghitung pajak bulanan"",
""Komunikasi"",
""Kemampuan tim"",
""Minimal 2 tahun pengalaman"",
""Jurusan Akuntansi"",
""Pendidikan S1"",
""Usia maksimal 32 tahun""
]}"
"Tenant Relation Officer Pegawai (non-manajemen & non-supervisor) SMA, SMU/SMK/STM, Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1) Penuh Waktu Waktu regular, Senin - Jumat;Bisnis (contoh: Kemeja);BPJS Kesehatan  BPJS Tenaga Kerja, overtime allowance Job Responsibilities:Establish relationships with tenants and give support on their issues (Fit-out issue/technician on memo, Day-to-day operation, payments).Identify tenant damage, complete invoices to recover costs and/or complete damage deposit refund.Provide tenant with general information (about building facilities, events) and keeping the facilities of tenants in order to remain properly.Responsible to maintain good relationship with third parties or the building management.Liaise with tenants on complaints, operational feedback, and leasing matters to ensure all complaint can be solved shortly.Produce daily, weekly, and monthly reports on the ongoing tenancy to the management.Job Requirement:Maximum age 35 years old.Diploma or Bachelor Degree from any discipline (preferably from Hospitality/Hoteliers).Proficient with English (mandatory), and other languages is definitely an advantage.At least 2 years of working experience as Tenant Relation in Apartment.Have adequate experience in developing and maintaining relationships with foreign clients, building management.Flexibility, determination, enthusiasm and the ability to cope under pressure.Communication, negotiation, handling complaint, service oriented, fast response and leadership.Good Manner, attitude, and must have an impeccable grooming style. ","{
  ""required_skills"": [
    ""Communication"",
    ""Negotiation"",
    ""Complaint handling"",
    ""Service oriented"",
    ""Fast response"",
    ""Leadership"",
    ""Flexibility"",
    ""Determination"",
    ""Enthusiasm"",
    ""Pressure coping"",
    ""English language proficiency"",
    ""Relationship building"",
    ""Foreign client management"",
    ""Report writing"",
    ""Time management"",
    ""Grooming style"",
    ""Good Manner"",
    ""Problem solving""
  ]
}"
"Software Development Engineer - BackEnd Supervisor/Koordinator Sarjana (S1) Penuh Waktu Tunjangan Pendidikan;Asuransi kesehatan;Olahraga (contoh: pusat kebugaran);Waktu regular, Senin - Jumat;Kasual (contoh: Kaos) Job Summary:We are looking for a Senior Back End Developer (SBE) to join our Space Race Team! We are currently looking for a Senior Back End Developer who will lead a team of BE developers and do several tasks such as building and maintaining high traffic services with familiarity in industry standard frameworks and databases, such as MySql & MongoDB.The primary focus of the selected candidate would be to maintain and develop solutions for our ongoing projects as well as to work on new upcoming projects. The candidate should ensure the delivery of features that are well documented & technologically sound with close attention to good coding practices, data structures & collaborative problem solving.ResponsibilitiesWork with team members to understand business requirements and create data layers to support the front end.Design and implement low latency, high performance and high availability applications.Understand and implement layers of security in collaboration with infrastructure teams.Write re-usable, testable and efficient code.Requirements:Bachelor’s degree in Computer Science, Information Technology, or a similar fieldPrior experience working as a NodeJS backend developerGreat understanding of JavaScript ES5, ES6 & NodeJSGood understanding of concurrency models such as Promises & Event LoopsExperience in different databases,Relational (MySQL and Elasticsearch)Good understanding of MySQLGood understanding of Microservices architecturesGood understanding of clean code and architecture patternsExperience & good understanding of Git source controlGood Knowledge of Cloud Systems ( AWS, GCP etc )AWS infrastructure knowledge is a big plus (S3, serverless, autoscaling, etc.)Preferable to have experience with building and deploying NodeJS services/applicationsPreferable to have working experience with UNIX based operating systems.Preferable to have experience and knowledge in Docker & KubernetesExperience in some of the technologies that are popular in our platform: Kafka, RabbitMQ, Redis.Knowledge in Git source control is a must and experience in CI/CD are added benefits. ","{
  ""required_skills"": [
    ""NodeJS"",
    ""JavaScript ES5 and ES6"",
    ""Concurrency models"",
    ""Promises"",
    ""Event Loops"",
    ""MySQL"",
    ""Elasticsearch"",
    ""Microservices architectures"",
    ""Clean code and architecture patterns"",
    ""Git source control"",
    ""Cloud Systems (AWS, GCP)"",
    ""Docker"",
    ""Kubernetes"",
    ""Kafka"",
    ""RabbitMQ"",
    ""Redis"",
    ""UNIX based operating systems"",
    ""CI/CD""
  ]
}"
"DIGITAL MARKETING STAFF Pegawai (non-manajemen & non-supervisor) Tidak terspesifikasi Penuh Waktu Asuransi kesehatan;Parkir;Waktu regular, Senin - Jumat;Bisnis (contoh: Kemeja) Kualifikasi :Maksimal Usia 35 TahunPendidikan terakhir minimal SMU / D3 dari berbagai jurusan (Diutamakan Multimedia)Memiliki motivasi, dan berkomunikasi dengan baik, dan dapat bekerja sesuai targetMemahami digital marketing (SEO, SEM, SMO, SMM), content strategy, promotion serta email blastMemiliki pengalaman bidang digital marketing minimal 2 Tahun di industry B2B atau B2CMengerti dengan baik tentang Facebook, Instagram, TikTok, Youtube, Google Ads dan Sosmed LainnyaMengerti dengan baik tentang platform penjualan online dan customer fokusJujur, Bertanggung jawab dan Pekerja keras, Kreatif, Inovatif, serta SolusionalMemiliki SIM A dan C, serta memiliki kendaraan motor sendiri merupakan prioritasUraian Pekerjaan :Menguasai dan mempromosikan semua product Berkat Cahaya Damai, CV.Menjaga dan membawa nama baik Perusahaan dan mempresentasikan product-product perusahaan dengan baikMengerti strategi memasarkan website, untuk meningkatkan trafficnya.Bertanggung jawab dalam membuat konten kreatif secara rutin dan strategi konten serta pelaksanaannya terhadap ide konten yang dibuat untuk kepentingan media sosial, pemasaran, dan pengiklanan berupa photo dan videoMemilih platform media iklan dengan baik dan menganalisa performa dari iklan tersebut setiap minggu atau bulannyaMengupdate konten dan semua product di media sosial yang sesuai trendMembuat artikel yang berhubungan dengan product perusahaanMenemukan orang & institusi/organisasi yang tepat untuk menciptakan kerjasama & strategi aliansi yang mendatangkan pemilik bisnis sebagai calon customerMembuat laporan harian, mingguan atau bulanan progress digital marketing perusahaan ","{
  ""required_skills"": [
    ""Digital Marketing"",
    ""SEO"",
    ""SEM"",
    ""SMO"",
    ""SMM"",
    ""Content Strategy"",
    ""Promotion"",
    ""Email Blast"",
    ""Facebook"",
    ""Instagram"",
    ""TikTok"",
    ""Youtube"",
    ""Google Ads"",
    ""Sosmed Lainnya"",
    ""Platform Penjualan Online"",
    ""Customer Fokus"",
    ""Kreativitas"",
    ""Inovasi"",
    ""Solutif"",
    ""Analisis Data"",
    ""Laporan"",
    ""Kerjasama"",
    ""Strategi Aliansi"",
    ""Konten Kreatif"",
    ""Pemasaran"",
    ""Pengiklanan"",
    ""Fotografi"",
    ""Video Produksi"",
    ""SIM A"",
    ""SIM C"",
    ""Kendaraan Motor""
  ]
}"
"CS And TELESALES (TRADDING) Pegawai (non-manajemen & non-supervisor) SMA, SMU/SMK/STM, Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1) Kontrak Waktu regular, Senin - Jumat;Kasual (contoh: Kaos) Pendidikan Minimal SMA sederajatPendidikan D3 dan S1 menjadi nilai tambahUsia maksimal 30 tahunDiutamakan memiliki pengalaman di bidang Financial and Tradding menjadi nilai tambahPengalaman menjadi CS dan Telesales selama 1 tahunMempunyai PC/ Laptop untuk bekerja remote (Full WFH)Berpengalaman di Financial Industry and Tradding akan lebih diutamakanPernah menjalankan applikasi Binomo dan sejenisnyaDiutamakan memiliki pengalaman sistem starhub/slide-tittle/zeus menjadi nilai tambahKeterampilan yang Dibutuhkan: Komunikasi, Komputer, Negosiasi, Penanganan Pelanggan, KoleksiPaham dengan Strategi Pengumpulan dan Kreatif dalam menegosiasikan Syarat dan Metode InvestPaham dengan Target Services dan Pencapaian KPI dalam TimDapat Bekerja Di Bawah TekananBisa Bergabung SECEPATNYA ","{
  ""required_skills"": [
    ""Komunikasi"",
    ""Komputer"",
    ""Negosiasi"",
    ""Penanganan Pelanggan"",
    ""Koleksi"",
    ""Strategi Pengumpulan"",
    ""Kreatif dalam menegosiasikan Syarat dan Metode Invest"",
    ""Paham dengan Target Services dan Pencapaian KPI dalam Tim"",
    ""Dapat Bekerja Di Bawah Tekanan"",
    ""Pengalaman di bidang Financial and Tradding"",
    ""Pengalaman sebagai CS dan Telesales selama 1 tahun"",
    ""Pengalaman sistem starhub/slide-tittle/zeus"",
    ""Paham dengan aplikasi Binomo dan sejenisnya""
  ]
}"
"Marketing  Manager Head CEO/GM/Direktur/Manajer Senior Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1), Diploma Pascasarjana, Gelar Professional, Magister (S2) Penuh Waktu nan # Must have extensive experiences in above field# Must have online and offline experiences in sales and marketing# Must have good ethic management skill# Must be able to demonstrate advanced marketing skills# Have a good team work and high level of decision making# Work placw will be in Medan City and all interviewed online also offline ","{
  ""required_skills"": [
    ""Marketing Management"",
    ""Sales and Marketing"",
    ""Ethic Management"",
    ""Advanced Marketing Skills"",
    ""Team Work"",
    ""Decision Making"",
    ""Leadership"",
    ""Time Management"",
    ""Communication""
  ]
}"
"Internship - Supply Chain Management (SCM) Lulusan baru/Pengalaman kerja kurang dari 1 tahun Tidak terspesifikasi Magang Tip;Waktu regular, Senin - Jumat;Casual Uniform Available Program:Supply Chain Management (Export Import)QUALIFICATIONS :Fresh graduate of final year student are welcome to apply.Strong passion, curious, creative, agile and highly initiativeGood communication skill in English and Bahasa IndonesiaTeamwork orientedLEARNING PROGRAM :Supporting Receive & check invoice from forwarder and ensure that all billed cost has been match with our global contract and any additional cost should be verified with proper explanation.Filling import and export documents properly for audit purpose or any other needSupporting activity import & export running effectively & efficiently :Monitor all process by checking document (Invoice, Packing List, B/L, COO and other documents) relation with customs declaration (PIB / PEB)Coordinate with forwarder for preparation and executionPreparing supporting documents ","{
  ""required_skills"": [
    ""Supply Chain Management"",
    ""Communication skill in English"",
    ""Communication skill in Bahasa Indonesia"",
    ""Teamwork"",
    ""Attention to detail"",
    ""Problem-solving"",
    ""Analytical thinking"",
    ""Initiative"",
    ""Creativity"",
    ""Curiosity"",
    ""Agility"",
    ""Contract management"",
    ""Document preparation"",
    ""Customs declaration"",
    ""Inventory management"",
    ""Logistics coordination"",
    ""Time management""
  ]
}"
"SUPPORT CONTACT CENTER MANAGER Manajer/Asisten Manajer Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1) Penuh Waktu nan PT Mitracomm Ekasarana Jakarta dan Semarang bekerjasama dengan perusahaan Perbankan Multinasional dan Perusahaan E-Commerce Shopping Online & Travel Online, membuka lowongan kerja untuk posisi :                                                               SUPPORT CONTACT CENTER MANAGER                                                       Penempatan di Jakarta dan Semarang - Jawa TengahDeskripsi Pekerjaan:Membuat strategi operasional Support contact center agar dapat berjalan sesuai dengan SOP.Paham Layanan Contact Center Perbankan dan E-Commerce terutama dalam layanan Digital contact center (social media / Omni Channel (email/FB/IG/Tweeter/Livechat, dll).Menjaga dan monitor Target KPI kepuasan pelanggan dan Service Level untuk operasional digital & non digital.Menjaga service layanan pelanggan dengan baik terutama pada layanan Digital Social Media.Memahami proses kerja WFM (workforce management)Melakukan kordinasi dan pelaporan kerja kepada pimpinan dan klien untuk pelayanan day to day.Meningkatkan performance kerja team dan melakukan penilaian kerja .Kualifikasi:Memiliki pengalaman kerja sebagai Operasional Call Center Manager Digital (social media & Omni Channel) /Asistance Manager Call Center / Senior Supervisor Call Center minimal 2 tahun. Baik di Operasional Contact Center Perbankan dan E-Commerce (shopping online dan travel online).Memiliki pengalaman dan memahami Jobdesk WFM (Workforce Management) & RTFM (Real Time Floor Monitoring) dengan baik.Memiliki kemampuan memberikan analisa dan presentasi yang baik.Memiliki kemampuan pengambilan keputusan dengan cepat dan tepat.Melakukan monitor dan kordinasi dengan user untuk pengembangan bisnis.Memahami pelayanan contact center dengan sangat baik dan fokus pada pencapaian target KPI / SLA, dll.Memiliki strategi dalam pengelolaan operasional contact center digital & non digital.Memiliki pengalaman mengelola team operasional contact center minimal 100 - 200 karyawan.Penempatan kerja di Jakarta dan SemarangBenefit:Salary Rp. 8.000.000 - Rp. 10.000.000,-BPJS tenaga kerja / kesehatan dan pensiunTunjangan performance KPIJenjang Karir ","{
  ""required_skills"": [
    ""Operational Call Center Management"",
    ""Digital Contact Center"",
    ""Social Media"",
    ""Omni Channel"",
    ""Workforce Management"",
    ""Real Time Floor Monitoring"",
    ""Data Analysis"",
    ""Presentation"",
    ""Decision Making"",
    ""Team Management"",
    ""KPI Target"",
    ""SLA Target"",
    ""Strategic Planning"",
    ""Leadership""
  ]
}"
"Senior Mekanik Pegawai (non-manajemen & non-supervisor) Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1) Kontrak Asuransi Gigi;Tip;Asuransi kesehatan;Parkir;Penglihatan;Business and Uniform Melakukan pemeliharaan terjadwal dan perbaikan pada peralatan manufaktur.Mengidentifikasi dan memelihara setiap komponen.Memeriksa dan kalibrasi instrumen.Melakukan instalasi mesin dan peralatan.Menjaga Serta Memelihara Lingkungan Kerja.Membuat Laporan Harian, Mingguan & Bulanan.Persyaratan:Memiliki keahlian untuk perbaikan Pompa industri.Pendidikan maksimum D3 Teknik Mesin, Elektrik & Industri.Memiliki kemampuan komunikasi dan interpersonal yang baik.Memiliki motivasi diri, mandiri, dan proaktif.Memiliki pengalaman lebih dari 3 tahun keatas.Dapat bekerja dibawah tekanan dan multi tasking.Mau bekerja dalam sistem shifting (Pagi, Siang & Malam).Mau bekerja di KBN-Marunda, Cilincing, Jakarta Utara. ","{
  ""required_skills"": [
    ""Maintenance scheduling and repair of manufacturing equipment"",
    ""Component identification and maintenance"",
    ""Instrument inspection and calibration"",
    ""Machine and equipment installation"",
    ""Workplace safety and maintenance"",
    ""Daily, weekly, and monthly reporting"",
    ""Communication and interpersonal skills"",
    ""Self-motivation, independence, and proactivity"",
    ""Industrial pump repair expertise"",
    ""Technical knowledge in mechanical, electrical, and industrial fields"",
    ""Time management and multitasking"",
    ""Ability to work in a shifting schedule"",
    ""Geographic flexibility (Jakarta Utara, KBN-Marunda, Cilincing)""
  ]
}"
"Payroll Administrator Lulusan baru/Pengalaman kerja kurang dari 1 tahun Sarjana (S1) Penuh Waktu Asuransi kesehatan;Waktu regular, Senin - Jumat;Uniform REQUIREMENTS:Candidate must possess at least Bachelor's Degree in Information System / Information Engineering / Information Management / Computer ScienceWilling to be placed in Margomulyo, Tandes - SurabayaMaximum age 27 years oldHaving experience on working with large databaseWorking experience for at least one year in the related field is a plusPreferably AdminJOB DESCRIPTION:Handling employee database for compensation & benefitDeliver data and report of daily absenceFiling for employee's personal filesNotify any disciplinary penalty to further process ","{
  ""required_skills"": [
    ""Bachelor's Degree in Information System"",
    ""Information Engineering"",
    ""Information Management"",
    ""Computer Science"",
    ""database management"",
    ""large database management"",
    ""data analysis"",
    ""reporting"",
    ""data visualization"",
    ""employee database management"",
    ""compensation and benefit administration"",
    ""absence management"",
    ""filing and record keeping"",
    ""disciplinary action notification"",
    ""communication and interpersonal skills"",
    ""problem-solving and analytical skills""
  ]
}"
"Frontend Programmer Developer Pegawai (non-manajemen & non-supervisor) SMA, SMU/SMK/STM, Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1) Penuh Waktu nan # Paham php dan web development# Memiliki Team work effort# Kami memberikan benefit saham (esop) di perusahaan kami untuk kandidat yang tepat# Memiliki integritas kerja dan etos yang baik# Harus bersedia di tempatkan di Medan# Bersedia belajar di start up kami yang unik dan energetic# UI/UX experiences ","{
  ""required_skills"": [
    ""Frontend programming"",
    ""Web development"",
    ""Team work"",
    ""PHP"",
    ""UI/UX"",
    ""Integrity"",
    ""Good work ethic"",
    ""Communication skills"",
    ""Adaptability"",
    ""Willingness to learn""
  ]
}"
"Supervisor Industrial Relation & Legal Supervisor/Koordinator Sarjana (S1) Penuh Waktu nan Job Descriptions :•	Drafting and reviewing Commercial Contracts, legal opinions, etc.•	Review and revise Company Regulation.•	Create internal regulation (internal office memorandum), etc.•	Issue warning letter and every punishment if needed.•	Drafting work agreements and registration to Disnaker.•	Updating every new regulation from government to company.•	Handle all permit-related business processes.Requirements :•	Bachelor Degree in Law•	At least 4 years of experience in the related field is required for this position.•	Excellent understanding of Labor Regulation of Labor Indonesian Law UU.13/2003 and UU 11/2020 and all regulations related to those are.•	Understand the mechanism for resolving industrial relation disputes.•	Advance coaching/counseling skills.•	Advanced negotiation skills.•	Deep analysis, adaptable to new environment / Process. ","{
""required_skills"": [
""Drafting and reviewing contracts"",
""Legal expertise"",
""Regulatory compliance"",
""Contract negotiation"",
""Dispute resolution"",
""Coaching and counseling"",
""Negotiation"",
""Analysis"",
""Regulatory updates"",
""Permit handling"",
""Commercial law"",
""Industrial relations"",
""Labor law"",
""Regulatory drafting"",
""Company regulation"",
""Internal policy creation""
]
}"
"Cook Pegawai (non-manajemen & non-supervisor) Tidak terspesifikasi Penuh Waktu Parkir;Waktu regular, Senin - Jumat;Bisnis (contoh: Kemeja) Kualifikasi :Pendidikan minimal SMAMinimal memiliki pengalaman selama 1 tahun di bidang yang samaBersedia ditempatkan di seluruh Indonesia Tugas & Tanggung jawab:Bertanggung jawab penuh atas operasional Kitchen dan dapat membuat menu restoran dengan baikMelakukan pengecekan bahan makanan dan penyetokannyaBertanggung jawab atas mutu dan jumlah/ porsi makananBertanggung jawab atas kontrol makanan sesuai standard yang ditetapkanBertanggung jawab atas kebersihan area kitchenMengatur dan menjaga penyimpanan bahan makanan dan peralatan yang digunakan dengan baik ","{
  ""required_skills"": [
    ""pengalaman di bidang yang sama"",
    ""pengalaman operasional kitchen"",
    ""pengetahuan tentang menu restoran"",
    ""pengetahuan tentang bahan makanan"",
    ""pengetahuan tentang penyimpanan dan perawatan peralatan"",
    ""pengetahuan tentang kebersihan dan sanitasi"",
    ""pengalaman dalam mengatur dan menjaga mutu makanan"",
    ""pengalaman dalam mengatur dan menjaga jumlah/porsi makanan"",
    ""pengalaman dalam mengatur dan menjaga kontrol makanan"",
    ""pengalaman dalam mengatur dan menjaga kebersihan area kitchen""
  ]
}"
"Accounting Manager Manajer/Asisten Manajer Sarjana (S1), Diploma Pascasarjana, Gelar Professional, Magister (S2), Doktor (S3) Penuh Waktu Tip;Asuransi kesehatan;Waktu regular, Senin - Jumat;Bisnis (contoh: Kemeja) ACCOUNTING MANAGER (PONDOK INDAH_JAKARTA) [50574]COMPANY CATEGORY:Japanese Engineering/Construction ServiceJOB SUMMARY:Manage accounting data by using Accounting Software, checking journal, handling cash flow, profit and loss, petty cash, invoicing, etcManage construction typical accounting, following Indonesia and Industry accounting methodManage and communicate with Auditor company for their internal and external auditOther job duties assigned the companyEXPERIENCE, REQUIREMENTS & SKILLS:Education: Bachelor Degree in Accounting major or related majorLanguage: English Communicative LevelExperience: More than 8 years in the accounting field of the construction industryBENEFIT & ALLOWANCE:THRBPJSDetail will be discussed in the interview ","{
  ""required_skills"": [
    ""accounting software"",
    ""journal checking"",
    ""cash flow management"",
    ""profit and loss management"",
    ""petty cash management"",
    ""invoicing"",
    ""construction accounting"",
    ""Indonesia accounting method"",
    ""industry accounting method"",
    ""auditing"",
    ""communication with auditor company"",
    ""English language"",
    ""construction industry knowledge"",
    ""accounting field experience"",
    ""leadership and management"",
    ""communication and interpersonal skills"",
    ""problem-solving and analytical skills"",
    ""time management and organization"",
    ""attention to detail and accuracy""
  ]
}"
"Mechanical & Automation Expert Technician - Fiber Plant Pegawai (non-manajemen & non-supervisor) Sarjana (S1) Penuh Waktu Asuransi Gigi;Tunjangan Pendidikan;Tip;Asuransi kesehatan;Pinjaman;Olahraga (contoh: pusat kebugaran);Parkir;Penglihatan;Waktu regular, Senin - Jumat;Formil (contoh: Kemeja + Dasi) Purpose of the Job:Executing mechanical and E&I work activities in Fiber Maintenance Spinning Baling Press  Principle Accountabilities:Execute all maintenance area in that area: conditioning monitoring, routine inspection, preventive and corrective maintenance especially for specialized equipmentExecute daily activities of the team and required contractor, safe work permit, overtime and spare part e.tc in effective and efficient way.Support development and implementation of Standard Operating Procedure for inspection and maintenance workParticipate in root cause analysis in corrective or preventive actionSupervise contractor to ensure compliance with company safety standard and practiceRequirements:Bachelor Degree in Mechatronic Engineering with minimum 3 years of experience in maintenance area preferable from Fiber IndustryFamiliar with SAPAble to work with mechanic and electronic systemEffective interpersonal and communication skill. ","{
  ""required_skills"": [
    ""Mechatronic Engineering"",
    ""Maintenance area"",
    ""Fiber Industry"",
    ""SAP"",
    ""Mechanic and electronic system"",
    ""Effective interpersonal skills"",
    ""Communication skills""
  ]
}"
